parent,pcode,keytag,type,photos,building,typecode,poiweight,citycode,adname,children,featured_reviews_remake,tel,id,tag,entr_location,adcode,pname,biz_type,cityname,postcode,business_area,childtype,atag,name,shopid,favorite_num,navi_poiid,distance,importance,biz_ext,recommend,discount_num,gridcode,shopinfo,alias,event,indoor_map,email,timestamp,website,address,space_num,match,indoor_data,exit_location,location_gcj02,lng_gcj02,lat_gcj02,groupbuy_num,featured_reviews
,小芝镇车口村75省道与小义线交叉点西南侧,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石油,010102,临海市,0576,中国石油临海车口加油站,"121.400213,28.882747",121.400213,28.882747,B0FFFRMFQU,121.3957577179469,28.88553452326651
B0L6H5HKSV,小芝镇225省道,,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,特来电汽车充电站(台州临海市小芝车口驿站充电站),"121.388871,28.891050",121.388871,28.89105,B0JK676NHG,121.38441924795264,28.893834841046857
,杜桥镇横溪庄村170号,,330000,331082,浙江省,台州市,汽车服务;充电站;专用充电站,011103,临海市,0576,红牛汽车充电站(横溪目的地),"121.414910,28.805098",121.41491,28.805098,B0KR6ZZDCZ,121.4104651259415,28.80794733808585
,虎山路与小杜线交叉口南60米,,330000,331082,浙江省,台州市,汽车服务;汽车配件销售;汽车配件销售,010800,临海市,0576,临海市唐龙轮胎店,"121.454116,28.849378",121.454116,28.849378,B0KRPHPYRR,121.44973224544161,28.852249815572506
,小芝镇虹桥头,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石化,010101,临海市,0576,中国石化小芝加油站,"121.456072,28.856313",121.456072,28.856313,B0240045Q0,121.45169275129658,28.859183886664102
,小芝镇小杜线小芝中心卫生院,,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,特来电汽车充电站(特来电临海小芝镇城市客厅充电站),"121.456330,28.848347",121.45633,28.848347,B0K197NE4G,121.45195206045086,28.851224510415918
B0240045Q0,小芝镇虹桥头中国石化小芝加油站,,330000,331082,浙江省,台州市,汽车服务;洗车场;洗车场,010500,临海市,0576,台州临海小芝易捷养车洗车店,"121.456051,28.856292",121.456051,28.856292,B0LBHD07VI,121.45167169789585,28.859162855443707
,八亩头附近,,330000,331082,浙江省,台州市,汽车服务;汽车服务相关;汽车服务相关,010000,临海市,0576,小芝清波汽服,"121.460081,28.844119",121.460081,28.844119,B0JUL7OBP9,121.45571353027829,28.847008389420985
,杜桥镇章溪线,,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,蔚景云汽车充电站(临海章溪线金家大院停车场充电站),"121.412330,28.761690",121.41233,28.76169,B0KKGK7SSQ,121.40788703685342,28.76456863633183
,花桥镇黄泗线两头门村路段花桥大酒店附近,,330000,331022,浙江省,台州市,汽车服务;加油站;中国石化,010101,三门县,0576,中国石化花桥加油站,"121.481610,28.923070",121.48161,28.92307,B0240045PB,121.47730292923043,28.925955162184366
,沿江路170号附近,,330000,331082,浙江省,台州市,汽车服务;加油站;加油站,010100,临海市,0576,中东石化加油站(灵泉路),"121.316459,28.752851",121.316459,28.752851,B0FFGH2SNV,121.31214520327948,28.75584738965834
,杜桥恒湖电商创业园(眼镜市场对面),,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,云快充汽车充电站(大谷超级充电站),"121.478319,28.770367",121.478319,28.770367,B0LUBR9MY0,121.47401298947126,28.773357541437964
,涌泉镇涌泉公园,,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,特来电汽车充电站(特来电临海市涌泉镇江滨公园公共充电站),"121.314125,28.753605",121.314125,28.753605,B0JGOR12TC,121.30981617925883,28.756605194242034
,东塍镇225省道东塍中学,,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,特来电汽车充电站(特来电临海市东塍中学东侧公共快充站),"121.274390,28.921974",121.27439,28.921974,B0JUV7CAFG,121.2701362980976,28.924906341307047
,临海市杜桥镇环城北路343号,,330000,331082,浙江省,台州市,汽车服务;汽车养护/装饰;汽车养护|汽车维修;汽车维修;汽车维修,010400|030000,临海市,0576,东强汽车维修中心·嘉实多保养站,"121.487719,28.772081",121.487719,28.772081,B0HBPRB3HH,121.48344457040136,28.77509750276698
,杜桥镇杜南大道碧桂园·天玺华府,,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,世动云充汽车充电站(临海市杜桥镇天玺华府充电站),"121.483417,28.767497",121.483417,28.767497,B0L2DP7ONQ,121.47912823103002,28.77050410116312
,杜桥镇杜北路702号,,330000,331082,浙江省,台州市,政府机构及社会团体;交通车辆管理;验车场|汽车服务;汽车服务相关;汽车服务相关,130603|010000,临海市,0576,临海市吉达汽车检测有限公司,"121.485094,28.767764",121.485094,28.767764,B0G11RDS9M,121.48081090720717,28.770775793263297
,杜桥镇牌门路242号,,330000,331082,浙江省,台州市,汽车服务;汽车养护/装饰;汽车养护|汽车维修;汽车维修;汽车维修,010400|030000,临海市,0576,小朱汽车养护中心,"121.489004,28.769338",121.489004,28.769338,B0FFGBP7EE,121.4847342232057,28.772360202119714
B0H025HDPB,杜桥镇牌门路2号(天上人间酒店停车场内),,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,中国石化汽车充电站(临海杜桥镇牌门路2号充电站),"121.489445,28.766932",121.489445,28.766932,B0L15BZ9K4,121.48517693868698,28.769957171958545
,东塍镇川津路502号,,330000,331082,浙江省,台州市,汽车服务;加油站;加油站,010100,临海市,0576,东塍镇腾飞石化加油站,"121.264097,28.924592",121.264097,28.924592,B0FFGPE5X1,121.25985253592748,28.927529720927026
,章安街道湖巉村358号,,330000,331002,浙江省,台州市,汽车服务;加油站;中国石油,010102,椒江区,0576,中国石油章安加油站,"121.401537,28.725540",121.401537,28.72554,B0FFG8WAG0,121.39709418170165,28.72844054978767
,杜南大道599号,,330000,331082,浙江省,台州市,汽车服务;汽车养护/装饰;汽车养护,010400,临海市,0576,车之翼汽车美容(前王路店),"121.485536,28.762862",121.485536,28.762862,B02400T5GX,121.48125479912781,28.76587846042642
B0J6GHMQHD,临海站地上停车场,,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,特来电超级充电站(特来电台州临海站公共充电站),"121.241987,28.881028",121.241987,28.881028,B0JK5RF1TQ,121.23775142092525,28.88400279519179
,解放街455-459号,,330000,331082,浙江省,台州市,汽车服务;洗车场;洗车场|汽车服务;汽车养护/装饰;汽车养护|汽车服务;汽车配件销售;汽车配件销售|汽车维修;汽车维修;汽车维修,010500|010400|010800|030000,临海市,0576,倍耐力轮胎经营部,"121.488974,28.760031",121.488974,28.760031,B0FFHWWF0Q,121.48470484585359,28.763059517378995
,杜桥镇蜀大侠火锅(杜桥店)台州市通益机械设备有限公司地面停车场,,330000,331082,浙江省,台州市,汽车服务;充电站;充电站,011100,临海市,0576,特来电汽车充电站(特来电台州临海市蜀大侠火锅充电站),"121.491507,28.764337",121.491507,28.764337,B0JU96WPH2,121.48724631089244,28.76737009001611
,小芝镇车口村75省道与小义线交叉点西南侧,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石油,010102,临海市,0576,中国石油临海车口加油站,"121.400213,28.882747",121.400213,28.882747,B0FFFRMFQU,121.3957577179469,28.88553452326651
,小芝镇虹桥头,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石化,010101,临海市,0576,中国石化小芝加油站,"121.456072,28.856313",121.456072,28.856313,B0240045Q0,121.45169275129658,28.859183886664102
,花桥镇黄泗线两头门村路段花桥大酒店附近,,330000,331022,浙江省,台州市,汽车服务;加油站;中国石化,010101,三门县,0576,中国石化花桥加油站,"121.481610,28.923070",121.48161,28.92307,B0240045PB,121.47730292923043,28.925955162184366
,沿江路170号附近,,330000,331082,浙江省,台州市,汽车服务;加油站;加油站,010100,临海市,0576,中东石化加油站(灵泉路),"121.316459,28.752851",121.316459,28.752851,B0FFGH2SNV,121.31214520327948,28.75584738965834
,东塍镇川津路502号,,330000,331082,浙江省,台州市,汽车服务;加油站;加油站,010100,临海市,0576,东塍镇腾飞石化加油站,"121.264097,28.924592",121.264097,28.924592,B0FFGPE5X1,121.25985253592748,28.927529720927026
,章安街道湖巉村358号,,330000,331002,浙江省,台州市,汽车服务;加油站;中国石油,010102,椒江区,0576,中国石油章安加油站,"121.401537,28.725540",121.401537,28.72554,B0FFG8WAG0,121.39709418170165,28.72844054978767
,东塍镇绚珠村,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石化,010101,临海市,0576,中国石化东塍加油站,"121.251819,28.917470",121.251819,28.91747,B0240045P9,121.24758069719691,28.920417224249814
,杜桥镇南大路,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石化,010101,临海市,0576,中国石化杜桥加油站,"121.492430,28.755331",121.49243,28.755331,B024004XNZ,121.48817323500263,28.758372999503504
,涌泉镇管岙村,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石化,010101,临海市,0576,中国石化管岙加油站,"121.253446,28.781173",121.253446,28.781173,B0240045QO,121.24921790204634,28.78422275950198
,沿江路南30米,,330000,331082,浙江省,台州市,汽车服务;加油站;中化道达尔,010112,临海市,0576,中化道达尔玉岘加油站,"121.351692,28.717242",121.351692,28.717242,B0FFLK5GG8,121.3473051653095,28.72019636121199
B024005K6Q,大洋街道桥东村台州服务区,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石化,010101,临海市,0576,中国石化甬台温高速台州下(西)加油站,"121.226256,28.877845",121.226256,28.877845,B024005IBY,121.22201214761165,28.880813166317033
,"小杜线与环城东路交叉处东行,杜桥第二小学附近",,330000,331082,浙江省,台州市,汽车服务;加油站;中国石化,010101,临海市,0576,中国石化杜桥大通道加油站,"121.510904,28.763630",121.510904,28.76363,B024004Y01,121.50671155272526,28.766721711810835
,章安街道柏加王村1085号,,330000,331002,浙江省,台州市,汽车服务;加油站;中国石化,010101,椒江区,0576,中国石化黄礁加油站,"121.393501,28.710957",121.393501,28.710957,B02400TO47,121.3890611410624,28.713868568965218
,沿江镇青岭,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石化,010101,临海市,0576,中国石化临海青岭加油站,"121.241279,28.786142",121.241279,28.786142,B0240045QN,121.23705061713113,28.7891871932361
,杜桥镇汾东村杜桥镇汾东村10-47号,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石油,010102,临海市,0576,中国石油临海杜桥加油站(大汾站),"121.481876,28.736855",121.481876,28.736855,B0240045R5,121.4775844344047,28.739878364938143
,沿江镇长甸水洞,,330000,331082,浙江省,台州市,汽车服务;加油站;中国石化,010101,临海市,0576,中国石化长甸加油站,"121.279846,28.742248",121.279846,28.742248,B024004E4M,121.27559964574478,28.74530787898617
,前所街道横蒋村,,330000,331002,浙江省,台州市,汽车服务;加油站;中国石化,010101,椒江区,0576,中国石化椒江顺风加油站,"121.478003,28.726617",121.478003,28.726617,B0FFG7HQ1C,121.47369937950042,28.729636058343353
